ID,Edad,Type,2d2j,2d2k,2e2m,2e2n,2f2o,4a5a,4b5b,4c5c,4d5d,4e5e,4f5f,4g5g,4h5h,4i5i,4j5j,4k5k,5b6b,6a7a,6b7b,7a8e,7b8d,7c8f,7d8f,7e9b,7f9c,7g9d,7h9e,8a8b,8b8c,Age,Sex,Region
g8qr6cdpj8twl1ew4nag8qr6ittpfj5w,,Pro,6,6,6,5,5,6,6,4,2,4,1,4,6,6,6,6,,6,5,6,1,5,5,5,5,2,1,5,5,40,M,Aragón
pqv27hla65l6la0pjpqv2798ut2bs45j,,Pro,1,3,2,3,4,6,5,4,1,3,1,6,5,5,6,4,5,5,5,3,3,3,3,2,5,1,1,2,4,40,H,Comunitat Valenciana
mwpecl3qtgpmdmwxvxqmznz1hxxvzwpm,,Pro,5,4,4,3,4,4,4,2,1,4,1,5,5,5,5,5,5,5,5,4,5,4,4,4,3,2,3,2,3,53,M,Cataluña
kgo0q80ucopkgdkpm8wrnjq2m8tdkpm8,,Pro,6,6,3,3,3,6,3,1,1,1,1,6,6,3,3,3,,3,3,1,3,1,1,1,3,1,3,1,1,58,M,Castilla-La Mancha
oeuqud8ft6j5dwpbujpoeuq6mi68bzk0,,Pro,6,5,5,4,5,4,4,1,1,1,3,4,4,4,4,4,,4,4,3,3,3,3,5,5,3,3,2,3,44,H,Castilla-La Mancha
07p6clh5qhpa6f07p6cqf9abkqc6swxf,,Pro,6,5,6,5,5,6,6,4,2,4,2,6,5,6,6,6,6,6,6,6,4,6,6,6,6,1,1,5,5,32,M,Canarias
6ta96zzav0d77hv6ta96zavjsonq8byy,,Pro,4,4,5,5,5,4,4,3,3,4,1,5,5,5,5,4,,5,5,5,5,4,4,5,5,5,5,4,5,35,M,Comunitat Valenciana
2o6g66hxtp2tubmvwfw2o6g66pxu3uyb,,Pro,6,5,6,4,6,6,5,1,1,4,1,5,5,5,5,5,5,5,4,5,4,6,6,6,6,4,6,6,3,43,M,Comunidad de Madrid
jflkapft0wcvc86qjflkapb0ur8b1mxw,,Pro,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,3,3,4,5,4,3,3,5,46,H,Andalucía
4r211ilcjkmowq4r211ilclextjb9g6o,,Pro,6,6,6,6,5,4,5,1,1,4,1,5,5,6,6,5,,5,4,4,4,4,4,5,5,2,1,1,2,32,M,País Vasco
w4phhba10z345onl4fui1w4phh6vfob6,,Pro,5,5,5,4,3,5,5,2,2,2,2,5,5,6,6,6,6,6,5,5,2,5,5,2,5,3,1,6,6,61,M,Andalucía
oic86du1hyqz4r5ikooic86jp91dlspv,,Pro,5,5,6,6,6,5,5,3,2,4,5,6,6,6,6,6,3,4,3,4,4,5,5,1,6,4,3,3,4,61,M,Comunitat Valenciana
zjodkajc6b1kwdr8zjyvpk9030g6e792,,Pro,3,2,1,1,2,6,6,5,1,5,1,6,4,4,5,4,,6,6,2,2,2,2,2,2,1,1,1,2,48,M,Cataluña
83wyacpyri4g8wb6ge83wyaxy5cppo57,,Pro,4,3,3,2,3,3,4,2,2,2,1,4,5,5,5,5,,5,4,3,4,4,4,4,5,3,4,3,4,46,M,Comunidad de Madrid
x3ixqrpwga74bwg7gleso0k2x3ixqrpe,,Pro,5,6,4,4,4,5,3,2,1,1,2,4,2,3,4,4,3,3,3,3,5,2,2,3,4,5,5,2,4,44,M,Andalucía
6ymrchtlr5f63e56ym2k0qc7v6qzsup4,,Pro,6,6,5,5,4,6,4,3,2,1,4,5,4,4,5,5,5,4,3,4,5,4,4,5,4,5,2,2,1,53,H,Canarias
ye7tqx0glzjuyxbhxo4ye7tqxnp9tbvu,,Pro,5,5,5,5,4,4,1,5,1,3,1,3,5,3,5,4,,3,3,3,3,4,4,2,4,1,1,1,3,40,M,Región de Murcia
xzx87ocqzhijvzdlvuotxzx8z5mzzdu3,,Pro,6,5,2,2,5,6,2,1,1,2,1,6,5,6,6,4,,1,1,1,4,4,4,6,6,1,1,1,4,36,H,País Vasco
11gb72q760366ey0n511gb71q55uku5e,,Pro,5,6,5,5,4,5,5,4,3,3,4,4,5,5,6,5,5,4,4,5,4,4,4,4,4,3,3,3,4,44,M,Comunidad de Madrid
ek8e2sq6w07ogt4we6uphek8e2sqgcr1,,Pro,3,3,1,1,2,2,2,1,1,2,1,3,3,4,2,2,,4,2,3,3,3,3,6,5,2,1,3,1,31,M,Comunitat Valenciana
2fy0o7h9jkh2i8p2fykh8x6aim5ifop8,,Pro,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,,5,5,5,4,5,5,4,4,4,4,5,5,45,M,Comunitat Valenciana
a2r006bkowk8otf4a2r0t02piy35j4lq,,Pro,6,6,5,5,5,6,6,6,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,40,M,Cantabria
0w9ew19lgj4ea9175uzta5h0w9ew1cbo,,Pro,6,6,6,6,6,4,4,1,1,5,2,4,3,4,4,3,,3,4,4,3,3,3,3,3,2,1,1,3,38,M,Comunitat Valenciana
v7vpl5wkrbxldpe9eev7vpl5wrr4cxvf,,Pro,5,5,1,1,5,5,5,3,4,3,1,6,6,6,6,5,,5,4,5,6,5,5,6,6,2,2,3,6,55,M,Castilla-La Mancha
k6tzgr9for47e3b7tvl7ok6tzgr98ehq,,Pro,5,4,2,1,1,5,5,5,1,4,2,6,6,5,6,4,,6,5,4,2,4,4,1,6,6,3,4,4,45,M,Castilla-La Mancha
b4ddy6wfjnkh2mb4x4wsy328ljaj5ls1,,Pro,3,3,2,1,2,5,4,3,3,4,3,6,6,4,4,4,,5,4,4,4,3,3,2,4,2,2,4,4,41,M,Castilla-La Mancha
d09ah3ixz1e6gaqrz7m0xd09ah3rudr9,,Pro,5,5,5,5,4,6,6,5,1,5,1,4,6,6,6,6,,6,6,6,5,6,6,6,6,6,6,6,6,37,M,Castilla-La Mancha
pnqi7ekmaa545yulujvpnqi7enqc07sv,,Pro,6,6,5,5,5,6,5,3,3,4,1,5,5,5,5,4,,5,5,4,5,2,2,2,2,2,2,2,4,42,M,Castilla-La Mancha
2ur33zn8lcq4uih1hj2ur37hjin6orea,,Pro,5,6,6,6,6,5,5,5,3,5,4,5,5,6,6,5,6,5,5,6,5,5,5,6,6,3,6,5,5,35,M,Comunidad de Madrid
1p58ac9fxgcbwlfdjh1p58ac9nwhfx5r,,Pro,4,3,5,4,4,4,3,3,1,4,4,4,4,5,5,4,,3,2,3,3,4,4,5,3,2,2,3,4,46,M,Canarias
9yckjpg7kkr4p7m1klr9yckj8v96sihz,,Pro,5,5,3,3,5,6,4,3,1,4,3,5,4,5,5,4,,5,3,5,4,4,4,4,6,4,5,2,5,43,M,Comunidad de Madrid
4noqw4wnnz4nodslcttppnugb06y7hqo,,Pro,6,6,6,6,4,4,4,3,1,6,6,6,6,6,6,3,5,6,6,6,6,6,6,1,6,4,1,4,6,48,M,Cataluña
740f5wqoxn894xxu4740f5wybsj2wcq2,,Pro,6,6,6,4,6,4,3,1,1,3,5,6,6,5,5,4,,5,3,4,5,3,3,3,3,1,3,3,4,47,M,Cataluña
2om2290ez40b8sgfvuchq2om2rm5843f,,Pro,6,6,6,1,5,6,6,1,1,1,1,6,6,6,6,6,,6,6,6,5,6,6,6,6,6,6,6,6,43,M,Comunidad de Madrid
rbyk3j9fho7izjugrbykqi5398jao886,,Pro,4,4,3,3,5,4,4,2,2,5,5,6,5,6,6,5,,2,4,5,4,5,5,2,3,2,3,2,5,63,M,Cataluña
qq2hzrnpvvl8s0dplvoma2qq2hzf0om8,,Pro,4,3,4,3,4,6,6,5,3,5,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,5,6,5,53,M,Cataluña
p6u8oy9xaedmxiea14zjjp6u8oyzvrso,,Pro,6,5,6,5,6,6,6,5,3,5,3,6,6,5,6,6,6,6,6,6,5,6,6,5,5,4,4,5,6,39,H,Cataluña
iyi1ag95h4d08p5e6iyi1ae5vrjgbq6l,,Pro,6,6,5,5,5,4,4,4,4,4,3,5,5,5,5,4,6,5,3,5,5,5,5,6,4,2,2,4,5,34,M,Cataluña
pztl7uir97fk6oxryq4jnspztl7uikbf,,Pro,6,6,5,5,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,60,M,Cataluña
k21cpkacwuv82283u50qjk21cpkauenn,,Pro,6,4,6,5,6,6,6,1,1,3,4,6,6,5,6,6,6,6,6,4,5,6,6,6,6,4,4,4,3,42,H,Cataluña
